,GO Primary Key,Council District,Highest NIBRS/UCR Offense Description,Clearance Status,GO Location Zip,Longitude,Latitude,Processing Time,month,weekday
4838,"2,015,480,016",3,Theft,C,78741,-97.72811063171392,30.242447566237054,0.0,2,1
4839,"20,155,006,863",5,Theft,N,78748,-97.79265952010185,30.16269566589672,37.0,2,1
4840,"2,015,481,668",5,Theft,C,78748,-97.78953636558914,30.165433424042373,0.0,2,1
4841,"2,015,480,856",6,Theft,C,78613,-97.80656165739056,30.4705044448466,16.0,2,1
4842,"2,015,480,853",6,Theft,C,78613,-97.80656165739056,30.4705044448466,13.0,2,1
4843,"20,155,006,915",8,Theft,N,78746,-97.80702334276222,30.257831878586234,1.0,2,1
4844,"20,155,006,888",5,Theft,N,78704,-97.79244101150101,30.232766026543395,1.0,2,1
4845,"20,155,006,900",6,Theft,N,78717,-97.79654940691022,30.475969948831988,185.00000000000003,2,1
4846,"20,158,000,564",6,Theft,N,78750,-97.771380130469,30.434239894567828,1.0,2,1
4847,"2,015,400,237",5,Theft,N,78748,-97.8097590358267,30.182739675648307,17.0,2,1
4848,"20,155,006,770",7,Theft,N,78757,-97.72570410875464,30.33930992513249,1.0,2,1
4849,"20,155,006,897",10,Theft,N,78759,-97.74759323587575,30.417956618579034,1.0,2,1
4850,"2,015,480,639",9,Theft,N,78751,-97.72029135076141,30.303373572899552,15.0,2,1
4851,"20,155,006,914",10,Theft,N,78731,-97.77230128823663,30.370191930325042,15.0,2,1
4852,"20,155,006,865",6,Theft,N,78729,-97.77511986959186,30.448319206148003,1.0,2,1
4853,"2,015,480,520",8,Theft,N,78739,-97.90927849765717,30.188254500957235,2.0,2,1
4854,"20,155,006,857",4,Theft,C,78758,-97.7171993356369,30.37019655009531,1.0,2,1
4855,"20,155,006,908",2,Theft,N,78617,-97.66456164364295,30.223245410949477,3.0000000000000004,2,1
4856,"20,155,006,756",6,Theft,N,78750,-97.81223820969977,30.45426813876818,0.0,2,1
4857,"20,155,006,872",9,Theft,N,78705,-97.74556046051079,30.29047555919349,13.0,2,1
4858,"20,155,006,856",10,Theft,N,78759,-97.75026523583873,30.39545755941925,1.0,2,1
4859,"20,155,006,855",9,Theft,N,78704,-97.74246157762356,30.24605827720661,3.0000000000000004,2,1
4860,"2,015,480,714",10,Theft,N,78759,-97.75213400906291,30.389293135428638,2.0,2,1
4861,"20,155,006,786",3,Theft,N,78741,-97.72623542192038,30.229304048758053,3.0000000000000004,2,1
4862,"20,155,006,793",9,Theft,N,78751,-97.7130370988808,30.30963382118057,15.0,2,1
4863,"20,155,006,812",7,Theft,N,78753,-97.67046898918751,30.401277013531708,1.0,2,1
4864,"20,155,006,799",7,Theft,N,78757,-97.72872053349323,30.366522758982267,15.0,2,1
4865,"20,155,006,809",3,Theft,N,78702,-97.72057062021436,30.26062780231695,15.0,2,1
4866,"2,015,480,578",1,Theft,C,78724,-97.6524714209093,30.305677820564103,20.0,2,1
4867,"2,015,480,424",9,Theft,C,78701,-97.74478135555073,30.263985084771967,2.0,2,1
4868,"20,155,006,862",7,Theft,N,78757,-97.7248175178982,30.342078004854628,1.0,2,1
4869,"2,015,480,257",6,Theft,N,78750,-97.8081536195287,30.460524598156287,1.0,2,1
4870,"20,155,006,837",10,Theft,N,78731,-97.76406106997152,30.364347689584555,15.0,2,1
4871,"20,155,006,807",10,Theft,N,78731,-97.7584593332135,30.36223035555399,15.0,2,1
4872,"20,155,006,922",9,Theft,N,78705,-97.74476318304815,30.284161183385603,15.0,2,1
4873,"20,155,006,893",6,Theft,N,78759,-97.74573750468711,30.41556491153755,1.0,2,1
4874,"20,155,006,919",10,Theft,N,78731,-97.76406106997152,30.364347689584555,13.0,2,1
4875,"20,155,006,883",5,Theft,N,78748,-97.79073192256399,30.15668377318729,16.0,2,1
4876,"20,155,006,938",10,Theft,N,78731,-97.75962047795171,30.36281198047008,1.0,2,1
4877,"20,155,006,762",5,Theft,N,78745,-97.82148399423599,30.210654540192923,8.0,2,1
4878,"20,155,006,825",10,Theft,N,78731,-97.75912881577601,30.362576585520447,13.0,2,1
4879,"20,155,006,844",7,Theft,N,78660,-97.66245754960664,30.447652803115023,1.0,2,1
4880,"20,155,006,946",3,Theft,N,78745,-97.76889190198132,30.20031885143365,2.0,2,1
4881,"20,155,006,873",7,Theft,N,78758,-97.7324638756744,30.391549966850018,1.0,2,1
4882,"20,155,006,934",2,Theft,N,78744,-97.74872487687988,30.20047167340141,16.0,2,1
4883,"20,155,006,890",6,Theft,N,78759,-97.74573750468711,30.41556491153755,10.0,2,1
4884,"20,155,006,769",4,Theft,N,78723,-97.69826236612805,30.314036836589214,1.0,2,1
4885,"20,155,006,792",7,Theft,N,78757,-97.72374707778984,30.334877789589942,13.0,2,1
4886,"20,155,006,851",6,Theft,N,78750,-97.8134067395726,30.45000883781639,1.0,2,1
4887,"20,155,006,899",7,Theft,N,78758,-97.7269696527367,30.395514504347826,1.0,2,1
4888,"20,155,006,867",5,Theft,N,78744,-97.78884885683651,30.16101105119802,8.0,2,1
4889,"20,155,006,864",10,Theft,N,78759,-97.75026523583873,30.39545755941925,1.0,2,1
4890,"2,015,481,495",5,Theft,C,78745,-97.8079085938457,30.20145736148582,17.0,2,1
4891,"20,155,006,889",10,Theft,N,78759,-97.74822651964772,30.37126843203311,9.0,2,1
4892,"20,155,006,819",1,Theft,N,78723,-97.67110371824668,30.308200454295434,1.0,2,1
4893,"20,155,006,871",10,Theft,N,78756,-97.74348206067499,30.309113894514518,2.0,2,1
4894,"20,155,006,824",3,Theft,N,78704,-97.75695571681158,30.227362377683058,3.0000000000000004,2,1
4895,"20,155,006,832",10,Theft,N,78759,-97.76023021662543,30.39357303591405,1.0,2,1
4896,"2,015,480,987",3,Theft,C,78702,-97.69579125395175,30.26016684001084,0.0,2,1
4897,"20,155,006,785",8,Theft,N,78746,-97.80702334276222,30.257831878586234,1.0,2,1
4898,"20,155,006,932",1,Theft,N,78723,-97.66165128876841,30.30327036809392,97.00000000000001,2,1
4899,"20,155,006,870",3,Theft,N,78702,-97.69865670968329,30.26011853315769,16.0,2,1
4900,"20,158,000,563",2,Theft,N,78745,-97.78582622851894,30.210604717963577,1.0,2,1
4901,"20,155,006,836",5,Theft,N,78704,-97.79047297560236,30.234973967618913,3.0000000000000004,2,1
4902,"2,015,480,471",7,Theft,N,78759,-97.74321225299049,30.38849174289471,16.0,2,1
4903,"20,155,006,925",3,Theft,N,78741,-97.71882004809649,30.23284385282196,48.00000000000001,2,1
4904,"2,015,481,264",5,Theft,C,78748,-97.79265952010185,30.16269566589672,2.0,2,1
4905,"2,015,480,403",5,Theft,N,78745,-97.81031425776804,30.21203287498671,2.0,2,1
4906,"20,155,006,917",7,Theft,N,78759,-97.74594614076582,30.393723070154987,35.0,2,1
4907,"2,015,480,664",10,Theft,N,78759,-97.74573478286823,30.401480300515274,1.0,2,1
4908,"2,015,480,862",5,Theft,C,78745,-97.7944669417394,30.23497893630681,1.0,2,1
4909,"20,158,000,581",9,Theft,N,78705,-97.73734014972312,30.30199552804281,3.0000000000000004,2,1
4910,"20,155,006,949",6,Theft,N,78727,-97.74200640029223,30.430173772652928,1.0,2,1
4911,"2,015,481,023",10,Theft,N,78746,-97.79994220147171,30.345022620869113,1.0,2,1
4912,"20,155,006,833",9,Theft,N,78705,-97.74620439974579,30.283241420118838,2.0,2,1
4913,"20,155,006,827",9,Theft,N,78701,-97.73763218043447,30.26792195269701,1.0,2,1
4914,"20,155,006,909",6,Theft,N,78750,-97.77668149751922,30.43612231913281,15.0,2,1
4915,"20,155,006,940",5,Theft,N,78704,-97.76454701826752,30.25250424541851,21.0,2,1
4916,"20,155,006,868",7,Theft,N,78757,-97.73355872663414,30.355415968804714,14.0,2,1
4917,"20,158,000,572",5,Theft,N,78704,-97.76454701826752,30.25250424541851,2.0,2,1
4918,"20,155,006,826",2,Theft,O,78744,-97.714758734712,30.20576902984439,48.00000000000001,2,1
4919,"2,015,490,199",9,Robbery,N,78701,-97.73813504596123,30.269488830626635,17.0,2,2
4920,"2,015,491,335",5,Robbery,C,78748,-97.78953636558914,30.165433424042373,85.0,2,2
4921,"2,015,491,833",10,Robbery,N,78759,-97.75298564770071,30.410342177398572,15.0,2,2
4922,"2,015,491,727",4,Robbery,N,78753,-97.69455557952809,30.365774911195306,33.0,2,2
4923,"2,015,490,987",1,Burglary,N,78702,-97.71159611957808,30.280882358473782,2.0,2,2
4924,"2,015,490,737",1,Burglary,N,78702,-97.7161640683087,30.27346451601447,2.0,2,2
4925,"2,015,491,570",3,Burglary,N,78741,-97.72626241092932,30.22701356697762,62.0,2,2
4926,"2,015,490,438",2,Burglary,N,78744,-97.74212664812326,30.21379839827221,14.0,2,2
4927,"2,015,490,628",10,Burglary,N,78703,-97.75437077116327,30.305191418542968,5.0,2,2
4928,"2,015,490,928",1,Burglary,N,78702,-97.72138477746796,30.26461315407852,2.0,2,2
4929,"2,015,490,530",9,Burglary,N,78704,-97.74798396141311,30.239635067943183,63.0,2,2
4930,"2,015,491,117",4,Burglary,N,78753,-97.71020692829084,30.34937921962784,50.0,2,2
4931,"2,015,490,103",8,Burglary,N,78746,-97.80702334276222,30.257831878586234,1.0,2,2
4932,"2,015,490,327",9,Burglary,N,78701,-97.74024526219783,30.26642367161809,27.0,2,2
4933,"2,015,491,172",9,Burglary,N,78704,-97.74702566624894,30.242891364068203,63.0,2,2
4934,"2,015,491,118",3,Burglary,N,78741,-97.70191539721979,30.221578778769807,62.0,2,2
4935,"2,015,490,066",4,Burglary,C,78752,-97.70519018310577,30.339248655323054,6.000000000000001,2,2
4936,"2,015,491,550",4,Burglary,N,78758,-97.71141670206032,30.38035660843657,2.0,2,2
4937,"2,015,490,726",4,Burglary,N,78753,-97.71020692829084,30.34937921962784,50.0,2,2
4938,"2,015,491,829",3,Burglary,N,78741,-97.71331460071691,30.236482828253173,2.0,2,2
4939,"2,015,490,673",1,Auto Theft,N,78723,-97.6840638809078,30.32153326284852,5.0,2,2
4940,"2,015,491,287",3,Auto Theft,C,78704,-97.7744478532581,30.229519999905033,1.0,2,2
4941,"2,015,491,621",6,Auto Theft,N,78729,-97.77603504800408,30.44744633139434,22.000000000000004,2,2
4943,"2,015,490,245",9,Auto Theft,N,78704,-97.74809124272696,30.256807538249326,0.0,2,2
4944,"2,015,490,294",4,Auto Theft,N,78752,-97.69007618641281,30.32680606919313,0.0,2,2
4945,"2,015,490,925",4,Auto Theft,C,78723,-97.68708697249443,30.357996976961665,115.0,2,2
4947,"2,015,490,500",2,Agg Assault,C,78745,-97.77297637219094,30.187894963468977,2.0,2,2
4948,"2,015,490,212",10,Agg Assault,N,78759,-97.75850479604469,30.428245029770324,1.0,2,2
4949,"2,015,491,885",8,Agg Assault,C,78735,-97.88733855703428,30.246692451431645,8.0,2,2
4950,"2,015,490,179",4,Agg Assault,O,78758,-97.70088575569152,30.37207408099325,1.0,2,2
4951,"2,015,490,789",4,Agg Assault,N,78758,-97.70191813833624,30.37097311133965,7.0,2,2
4952,"2,015,491,524",3,Theft,C,78741,-97.72263702123837,30.23576281120357,6.000000000000001,2,2
4953,"2,015,490,047",5,Theft,C,78748,-97.78953636558914,30.165433424042373,0.0,2,2
4954,"20,155,007,107",5,Theft,N,78744,-97.7884649015442,30.16164973461452,1.0,2,2
4955,"20,155,007,116",5,Theft,O,78748,-97.79288008667689,30.160565824487662,22.000000000000004,2,2
4956,"2,015,491,243",5,Theft,C,78748,-97.78953636558914,30.165433424042373,2.0,2,2
4957,"2,015,490,986",9,Theft,C,78703,-97.75407404526699,30.270514747972406,83.0,2,2
4958,"2,015,490,804",6,Theft,C,78729,-97.78946943923044,30.447432724163185,12.000000000000002,2,2
4959,"20,158,000,583",8,Theft,N,78736,-97.90126125307721,30.25308507040317,33.0,2,2
4960,"20,155,006,961",1,Theft,N,78723,-97.66881476425068,30.290990493299493,2.0,2,2
4961,"2,015,491,720",5,Theft,N,78745,-97.80014520900517,30.231631486531754,7.0,2,2
4962,"20,155,007,002",10,Theft,N,78759,-97.76928412348862,30.429393195477463,7.0,2,2
4963,"20,155,006,971",8,Theft,N,78749,-97.85484331604229,30.196607147231145,7.0,2,2
4964,"20,155,006,999",3,Theft,N,78704,-97.76109977984991,30.22350446668461,1.0,2,2
4965,"20,155,007,071",7,Theft,N,78757,-97.73181705252348,30.37472115975215,14.0,2,2
4966,"20,155,007,055",9,Theft,N,78704,-97.75572540452673,30.26028925352391,7.0,2,2
4967,"20,155,006,985",9,Theft,N,78704,-97.74835214833686,30.26173589566879,1.0,2,2
4968,"2,015,491,628",7,Theft,N,78758,-97.70805544910515,30.394523793491693,1.0,2,2
4969,"20,155,007,118",9,Theft,N,78704,-97.74105781242027,30.25244640645384,8.0,2,2
4970,"20,155,007,028",4,Theft,N,78752,-97.70304230814487,30.335686890318307,14.0,2,2
4971,"2,015,490,046",3,Theft,N,78704,-97.76027128491205,30.226785454900746,7.0,2,2
4972,"20,155,007,019",9,Theft,N,78704,-97.75504942450802,30.258196404609194,15.0,2,2
4973,"2,015,491,756",3,Theft,C,78745,-97.76889190198132,30.20031885143365,28.0,2,2
4974,"2,015,491,693",2,Theft,C,78744,-97.76236897108879,30.19997627069655,364.00000000000006,2,2
4975,"20,155,006,959",1,Theft,N,78724,-97.64618525293406,30.284860451897693,21.0,2,2
4976,"20,155,007,131",5,Theft,N,78748,-97.79288008667689,30.160565824487662,15.0,2,2
4977,"20,155,007,117",9,Theft,N,78704,-97.74105781242027,30.25244640645384,8.0,2,2
4978,"20,155,007,132",7,Theft,N,78753,-97.6748463459402,30.404316207716107,8.0,2,2
4979,"20,155,007,129",7,Theft,N,78727,-97.7186706684448,30.420987329364575,13.0,2,2
4980,"20,155,007,095",9,Theft,N,78705,-97.74456351253227,30.29290597784381,14.0,2,2
4981,"20,155,006,990",8,Theft,N,78746,-97.77056385067354,30.264409862366858,15.0,2,2
4982,"20,155,007,085",9,Theft,N,78701,-97.74700841239269,30.264824904967817,14.0,2,2
4983,"20,155,007,121",4,Theft,N,78758,-97.71273174733335,30.38904714499844,1.0,2,2
4984,"20,155,007,004",5,Theft,N,78748,-97.83459354025999,30.175157531755872,1.0,2,2
4985,"20,155,007,039",9,Theft,N,78704,-97.76607499992306,30.245793841916445,1.0,2,2
4987,"20,155,006,995",3,Theft,N,78745,-97.7555142511945,30.215154960756504,1.0,2,2
4988,"20,155,006,992",2,Theft,N,78745,-97.7885919855787,30.196611196089172,15.0,2,2
4989,"20,155,007,122",3,Theft,N,78741,-97.72263702123837,30.23576281120357,8.0,2,2
4990,"20,155,007,130",5,Theft,N,78748,-97.79265952010185,30.16269566589672,15.0,2,2
4991,"20,155,007,015",3,Theft,N,78704,-97.76109977984991,30.22350446668461,7.0,2,2
4992,"20,155,007,018",9,Theft,N,78751,-97.7213040472827,30.296757609069537,14.0,2,2
4993,"20,155,007,100",9,Theft,N,78705,-97.745031695536,30.28679317959061,14.0,2,2
4994,"2,015,490,114",4,Theft,C,78752,-97.70485319505896,30.340328143851515,5.0,2,2
4995,"20,155,007,127",8,Theft,N,78749,-97.83966645126905,30.22132891085876,7.0,2,2
4996,"20,155,007,065",7,Theft,N,78758,-97.67985647859831,30.398440565996452,1.0,2,2
4997,"20,155,007,043",1,Theft,N,78702,-97.72994525345398,30.269570225293798,2.0,2,2
4998,"20,155,006,962",4,Theft,N,78758,-97.71966592961721,30.370238584037537,0.0,2,2
4999,"20,155,007,022",1,Theft,N,78723,-97.681333229372,30.30449871207575,12.000000000000002,2,2
5000,"20,155,006,955",9,Theft,N,78701,-97.73901192702793,30.26727881369146,1.0,2,2
5001,"20,158,000,576",9,Theft,N,78705,-97.72556911021499,30.2916352934374,1.0,2,2
5002,"2,015,491,106",4,Theft,N,78752,-97.7151618394842,30.330981531076002,14.0,2,2
5003,"2,015,491,593",3,Theft,C,78704,-97.75551864899263,30.219024746898988,0.0,2,2
5004,"20,155,007,049",4,Theft,N,78753,-97.69342251306551,30.36811967161244,1.0,2,2
5005,"20,155,006,982",9,Theft,N,78701,-97.73763218043447,30.26792195269701,6.000000000000001,2,2
5006,"2,015,491,232",3,Theft,C,78741,-97.72263702123837,30.23576281120357,0.0,2,2
5007,"20,155,007,069",4,Theft,N,78758,-97.70636558933323,30.368745710195004,1.0,2,2
5008,"20,155,007,072",8,Theft,N,78746,-97.80702334276222,30.257831878586234,1.0,2,2
5009,"2,015,490,898",4,Theft,N,78758,-97.69791835830029,30.364936427227374,1.0,2,2
5010,"20,155,006,970",1,Theft,N,78724,-97.64333720108318,30.300744763795183,21.0,2,2
5011,"20,155,007,066",7,Theft,N,78731,-97.74785648863687,30.324139304042873,2.0,2,2
5012,"20,155,007,045",2,Theft,O,78617,-97.64555022952904,30.20682961225228,61.0,2,2
5013,"20,155,007,017",7,Theft,N,78753,-97.67121306385229,30.424200505882496,68.0,2,2
5014,"20,155,007,012",5,Theft,N,78745,-97.78463520835982,30.226821551640978,1.0,2,2
5015,"20,155,006,978",9,Theft,N,78751,-97.73071589120005,30.31608875540432,12.000000000000002,2,2
5016,"20,155,006,975",2,Theft,N,78744,-97.76506996755836,30.19294293226346,0.0,2,2
5017,"20,155,007,134",1,Theft,N,78701,-97.73380485090408,30.274973247642983,7.0,2,2
5018,"20,155,007,021",7,Theft,N,78660,-97.66422521561508,30.442628829187257,0.0,2,2
5019,"2,015,491,855",3,Theft,N,78741,-97.73066960224205,30.2293034690375,8.0,2,2
5020,"20,155,013,355",8,Theft,N,78746,-97.81655201464918,30.275497531995253,41.0,2,2
5021,"20,155,007,034",2,Theft,N,78744,-97.76893442640551,30.18869691404181,1.0,2,2
5024,"20,155,007,050",9,Theft,N,78756,-97.73902249507378,30.314403393011183,6.000000000000001,2,2
5025,"20,155,007,079",3,Theft,N,78745,-97.7738414032433,30.227186620679607,1.0,2,2
5026,"20,155,007,000",2,Theft,N,78744,-97.72811368188198,30.209927655921774,56.0,2,2
5027,"2,015,491,668",7,Theft,N,78757,-97.73476444056264,30.349037581434203,6.000000000000001,2,2
5028,"2,015,490,842",1,Theft,N,78723,-97.68161048610882,30.304906003369855,7.0,2,2
5029,"2,015,490,484",2,Theft,N,78745,-97.79383443244993,30.19471031864823,50.0,2,2
5031,"20,155,007,119",9,Theft,N,78705,-97.74392715106424,30.28673786299725,2.0,2,2
5032,"20,155,007,120",9,Theft,N,78701,-97.73763218043447,30.26792195269701,7.0,2,2
5033,"2,015,500,200",3,Robbery,C,78741,-97.73294342677515,30.231783699744398,217.0,2,3
5034,"2,015,501,941",1,Burglary,N,78724,-97.6581886131597,30.31372389889279,4.0,2,3
5035,"2,015,500,504",2,Burglary,N,78744,-97.7329762842342,30.190449662424406,13.0,2,3
5036,"2,015,500,517",9,Burglary,N,78701,-97.74290926080916,30.276840826640612,14.0,2,3
5037,"2,015,500,987",5,Burglary,N,78745,-97.80619568186458,30.20653909900598,68.0,2,3
5038,"2,015,500,601",4,Burglary,N,78753,-97.6865769543163,30.35832199914759,14.0,2,3
5039,"2,015,500,164",5,Burglary,N,78745,-97.79143287233566,30.23087581912063,138.0,2,3
5040,"2,015,500,622",2,Burglary,N,78747,-97.74031089422931,30.15214626270248,4.0,2,3
5041,"2,015,500,287",9,Burglary,N,78704,-97.73963121620254,30.237505224431487,131.0,2,3
5042,"2,015,501,270",7,Auto Theft,N,78753,-97.67839515492756,30.410143506328264,1.0,2,3
5043,"2,015,500,451",2,Auto Theft,O,78719,-97.66977021251995,30.21054537757743,28.0,2,3
5044,"2,015,500,525",2,Auto Theft,N,78719,-97.66977021251995,30.21054537757743,75.0,2,3
5045,"2,015,500,471",1,Auto Theft,N,78723,-97.66632288279388,30.30960003402287,1.0,2,3
5046,"2,015,500,460",10,Auto Theft,N,78731,-97.75271773424052,30.35456251429318,4.0,2,3
5047,"2,015,501,148",9,Auto Theft,N,78741,-97.73741192200829,30.232867211798826,1.0,2,3
5048,"2,015,500,197",4,Auto Theft,N,78758,-97.71309885377708,30.353706909583284,1.0,2,3
5049,"2,015,500,381",1,Auto Theft,N,78723,-97.6745897033203,30.316746738262772,1.0,2,3
5050,"2,015,500,527",2,Auto Theft,C,78719,-97.66977021251995,30.21054537757743,12.000000000000002,2,3
5051,"2,015,501,018",3,Auto Theft,N,78702,-97.69658512441937,30.265785667886647,7.0,2,3
5052,"2,015,500,231",9,Auto Theft,N,78701,-97.73732284039944,30.265168097027544,8.0,2,3
5053,"2,015,500,521",2,Auto Theft,N,78719,-97.66977021251995,30.21054537757743,7.0,2,3
5054,"2,015,501,164",4,Agg Assault,O,78753,-97.71079707128071,30.348901724264984,4.0,2,3
5055,"2,015,500,218",4,Agg Assault,N,78752,-97.7105225738097,30.33147254007666,5.0,2,3
5056,"2,015,501,109",9,Agg Assault,N,78704,-97.7426152310778,30.2344274859854,96.00000000000001,2,3
5058,"2,015,500,986",1,Theft,N,78754,-97.64841028803268,30.38590734797648,3.0000000000000004,2,3
5060,"2,015,500,830",10,Theft,C,78759,-97.74657323722994,30.398493822938217,24.000000000000004,2,3
5061,"20,155,007,212",8,Theft,N,78746,-97.80702334276222,30.257831878586234,1.0,2,3
5062,"20,155,007,268",7,Theft,N,78753,-97.6735646783748,30.41270310401804,1.0,2,3
5063,"2,015,501,236",3,Theft,C,78704,-97.75551864899263,30.219024746898988,0.0,2,3
5064,"2,015,500,632",9,Theft,C,78703,-97.75407404526699,30.270514747972406,4.0,2,3
5065,"2,015,501,077",7,Theft,N,78758,-97.72158258359023,30.39831759270033,55.0,2,3
5066,"20,155,007,225",9,Theft,N,78751,-97.73536358798764,30.307599192679092,6.000000000000001,2,3
5067,"20,158,000,591",7,Theft,N,78758,-97.72417701523923,30.401283014565553,6.000000000000001,2,3
5068,"20,155,007,280",7,Theft,N,78758,-97.7188608707738,30.390808665762123,29.0,2,3
5069,"2,015,500,348",1,Theft,N,78723,-97.67553818543712,30.321904123307505,13.0,2,3
5070,"20,155,007,207",2,Theft,N,78744,-97.77670196694041,30.180859895185787,15.0,2,3
5071,"20,155,007,186",5,Theft,N,78748,-97.80542627079741,30.15268992246025,6.000000000000001,2,3
5072,"20,155,007,229",9,Theft,N,78705,-97.7474194367063,30.290053774773025,13.0,2,3
5073,"20,155,007,146",1,Theft,N,78723,-97.6745897033203,30.316746738262772,13.0,2,3
5074,"20,155,007,214",5,Theft,N,78748,-97.80887744276589,30.147901065959147,6.000000000000001,2,3
5075,"20,155,007,293",6,Theft,N,78759,-97.729772716757,30.41484320076364,1.0,2,3
5076,"20,158,000,590",1,Theft,N,78724,-97.64695560815248,30.284623566282377,20.0,2,3
5077,"20,155,007,265",7,Theft,N,78757,-97.72573936024651,30.37061798078843,13.0,2,3
5078,"20,155,007,151",9,Theft,N,78701,-97.73716057282795,30.253646394824166,13.0,2,3
5079,"20,155,007,153",1,Theft,N,78723,-97.67332223222746,30.319600098075004,13.0,2,3
5080,"20,155,007,295",4,Theft,N,78753,-97.70425711982678,30.34695806816468,1.0,2,3
5081,"20,155,007,140",10,Theft,N,78759,-97.75234072636299,30.40385213588461,0.0,2,3
5082,"20,155,007,226",4,Theft,N,78758,-97.68800228123429,30.37955135684073,1.0,2,3
5083,"20,155,007,185",10,Theft,N,78759,-97.76125195413348,30.393805299788948,0.0,2,3
5084,"20,155,007,145",1,Theft,N,78723,-97.67291134870432,30.319324784562216,6.000000000000001,2,3
5085,"2,015,500,064",3,Theft,N,78745,-97.766305209263,30.21210985152869,6.000000000000001,2,3
5086,"20,155,007,179",10,Theft,N,78759,-97.76125195413348,30.393805299788948,0.0,2,3
5087,"2,015,500,001",7,Theft,C,78756,-97.74430549052309,30.320365680112076,5.0,2,3
5088,"20,155,007,278",4,Theft,N,78723,-97.70834855046719,30.313022605960285,13.0,2,3
5089,"2,015,501,184",9,Theft,N,78741,-97.73741192200829,30.232867211798826,6.000000000000001,2,3
5090,"20,155,007,150",1,Theft,N,78723,-97.67413823950363,30.31978480035635,5.0,2,3
5091,"20,155,007,283",1,Theft,N,78723,-97.67365930012043,30.319563085320937,13.0,2,3
5092,"20,155,007,266",9,Theft,N,78741,-97.73741192200829,30.232867211798826,21.0,2,3
5093,"20,155,007,198",2,Theft,N,78748,-97.79231216201711,30.180241094231587,6.000000000000001,2,3
5094,"20,155,007,149",5,Theft,N,78748,-97.8063401843603,30.153079257732053,6.000000000000001,2,3
5095,"20,158,000,588",9,Theft,N,78705,-97.74673127569149,30.285576090210533,13.0,2,3
5096,"20,155,007,166",9,Theft,N,78701,-97.73661749286586,30.253107323647093,13.0,2,3
5097,"20,155,007,284",7,Theft,N,78758,-97.68441797451418,30.387161971368066,8.0,2,3
5098,"20,155,007,152",3,Theft,N,78741,-97.71882004809649,30.23284385282196,1.0,2,3
5099,"20,155,007,171",7,Theft,N,78757,-97.73499441750569,30.34356078814724,13.0,2,3
5101,"20,155,007,257",4,Theft,N,78753,-97.69118213918505,30.339098295838067,5.0,2,3
5102,"20,155,007,271",10,Theft,O,78759,-97.74347930401643,30.380793398090464,167.0,2,3
5103,"20,155,007,204",9,Theft,N,78704,-97.74867081612709,30.251370828142115,19.0,2,3
5104,"2,015,500,948",3,Theft,N,78702,-97.71139094509438,30.25950240381934,43.0,2,3
5105,"20,155,007,173",10,Theft,N,78731,-97.75526740936131,30.32632654301523,5.0,2,3
5106,"20,155,007,181",9,Theft,N,78704,-97.74867081612709,30.251370828142115,20.0,2,3
5107,"20,155,007,292",10,Theft,N,78703,-97.75201661905912,30.30491850456984,5.0,2,3
5108,"20,155,007,297",5,Theft,N,78747,-97.79429152905655,30.13876487066988,1.0,2,3
5109,"2,015,500,441",10,Theft,N,78733,-97.84405032703444,30.324395659191488,12.000000000000002,2,3
5110,"20,155,007,227",7,Theft,N,78753,-97.67841804514023,30.4142668178079,1.0,2,3
5111,"20,155,007,286",1,Theft,N,78723,-97.67044480721847,30.29014975053673,50.0,2,3
5112,"20,155,007,279",4,Theft,N,78758,-97.71176100305523,30.375159945510998,47.00000000000001,2,3
5113,"20,155,007,291",2,Theft,N,78744,-97.74512662256204,30.19425752737308,1.0,2,3
5114,"2,015,500,851",7,Theft,C,78753,-97.67570612551658,30.413528584305805,11.000000000000002,2,3
5115,"20,155,007,176",1,Theft,N,78723,-97.68897720980688,30.312071645649482,5.0,2,3
5116,"2,015,500,704",1,Theft,N,78701,-97.73822599871258,30.271173880325406,6.000000000000001,2,3
5117,"20,155,007,163",4,Theft,N,78753,-97.69323559016928,30.36034875329573,21.0,2,3
5119,"20,155,007,135",3,Theft,N,78704,-97.77103964232927,30.230007426640352,188.00000000000003,2,3
5120,"20,155,007,270",6,Theft,N,78726,-97.84726791363441,30.42185693465255,35.0,2,3
5121,"2,015,500,711",5,Theft,C,78745,-97.83251466339638,30.198978255323443,0.0,2,3
5122,"20,155,007,260",9,Theft,N,78722,-97.71315371788654,30.303120602307118,5.0,2,3
5123,"20,155,007,137",3,Theft,N,78741,-97.73119546428707,30.23012275220573,14.0,2,3
5124,"20,155,007,218",9,Theft,N,78705,-97.7259158576534,30.291939386140534,5.0,2,3
5125,"20,155,007,249",9,Theft,N,78705,-97.7485174018883,30.286569244701226,11.000000000000002,2,3
5126,"2,015,511,190",7,Robbery,N,78757,-97.72170635609348,30.365051705140658,3.0000000000000004,2,4
5127,"2,015,511,442",5,Burglary,N,78745,-97.8203865835292,30.20341902786653,3.0000000000000004,2,4
5128,"2,015,510,949",4,Burglary,N,78752,-97.7220946115276,30.330913884858994,5.0,2,4
5129,"2,015,511,593",4,Burglary,N,78753,-97.70085974730031,30.34664908807552,3.0000000000000004,2,4
5130,"2,015,511,494",1,Burglary,N,78723,-97.68861027791165,30.302789813214513,5.0,2,4
5131,"2,015,510,734",1,Burglary,N,78724,-97.65356754028869,30.30524417543359,3.0000000000000004,2,4
